date,hospital_id,blood_group,units_used,emergency_units_used,scheduled_surgery_units,trauma_units,day_of_week,month,season,festival_flag,disease_spike_flag
2024-01-01,HOSP_021,AB_NEG,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_021,O_POS,3,1,0,2,Monday,1,Winter,1,0
2024-01-01,HOSP_021,O_NEG,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_022,A_POS,17,3,4,10,Monday,1,Winter,1,0
2024-01-01,HOSP_022,A_NEG,3,1,0,2,Monday,1,Winter,1,0
2024-01-01,HOSP_022,B_POS,11,3,3,5,Monday,1,Winter,1,0
2024-01-01,HOSP_022,B_NEG,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_022,AB_POS,4,1,1,2,Monday,1,Winter,1,0
2024-01-01,HOSP_022,AB_NEG,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_022,O_POS,21,3,6,12,Monday,1,Winter,1,0
2024-01-01,HOSP_022,O_NEG,7,1,2,4,Monday,1,Winter,1,0
2024-01-01,HOSP_023,A_POS,17,2,6,9,Monday,1,Winter,1,0
2024-01-01,HOSP_023,A_NEG,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_023,B_POS,9,1,6,2,Monday,1,Winter,1,0
2024-01-01,HOSP_023,B_NEG,1,1,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_023,AB_POS,1,0,0,1,Monday,1,Winter,1,0
2024-01-01,HOSP_023,AB_NEG,1,1,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_023,O_POS,19,0,10,9,Monday,1,Winter,1,0
2024-01-01,HOSP_023,O_NEG,1,0,1,0,Monday,1,Winter,1,0
2024-01-01,HOSP_024,A_POS,3,0,3,0,Monday,1,Winter,1,0
2024-01-01,HOSP_024,A_NEG,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_024,B_POS,4,0,3,1,Monday,1,Winter,1,0
2024-01-01,HOSP_024,B_NEG,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_024,AB_POS,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_024,AB_NEG,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_024,O_POS,5,1,2,2,Monday,1,Winter,1,0
2024-01-01,HOSP_024,O_NEG,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_025,A_POS,5,1,4,0,Monday,1,Winter,1,0
2024-01-01,HOSP_025,A_NEG,2,0,1,1,Monday,1,Winter,1,0
2024-01-01,HOSP_025,B_POS,3,0,1,2,Monday,1,Winter,1,0
2024-01-01,HOSP_025,B_NEG,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_025,AB_POS,3,1,1,1,Monday,1,Winter,1,0
2024-01-01,HOSP_025,AB_NEG,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_025,O_POS,9,1,5,3,Monday,1,Winter,1,0
2024-01-01,HOSP_025,O_NEG,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_026,A_POS,10,2,3,5,Monday,1,Winter,1,0
2024-01-01,HOSP_026,A_NEG,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_026,B_POS,13,3,4,6,Monday,1,Winter,1,0
2024-01-01,HOSP_026,B_NEG,2,1,1,0,Monday,1,Winter,1,0
2024-01-01,HOSP_026,AB_POS,3,1,2,0,Monday,1,Winter,1,0
2024-01-01,HOSP_026,AB_NEG,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_026,O_POS,15,3,8,4,Monday,1,Winter,1,0
2024-01-01,HOSP_026,O_NEG,3,1,2,0,Monday,1,Winter,1,0
2024-01-01,HOSP_027,A_POS,15,1,8,6,Monday,1,Winter,1,0
2024-01-01,HOSP_027,A_NEG,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_027,B_POS,16,0,12,4,Monday,1,Winter,1,0
2024-01-01,HOSP_027,B_NEG,1,1,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_027,AB_POS,2,1,0,1,Monday,1,Winter,1,0
2024-01-01,HOSP_027,AB_NEG,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_027,O_POS,19,5,7,7,Monday,1,Winter,1,0
2024-01-01,HOSP_027,O_NEG,3,0,3,0,Monday,1,Winter,1,0
2024-01-01,HOSP_028,A_POS,5,1,2,2,Monday,1,Winter,1,0
2024-01-01,HOSP_028,A_NEG,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_028,B_POS,5,1,3,1,Monday,1,Winter,1,0
2024-01-01,HOSP_028,B_NEG,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_028,AB_POS,2,1,0,1,Monday,1,Winter,1,0
2024-01-01,HOSP_028,AB_NEG,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_028,O_POS,12,4,5,3,Monday,1,Winter,1,0
2024-01-01,HOSP_028,O_NEG,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_029,A_POS,2,0,1,1,Monday,1,Winter,1,0
2024-01-01,HOSP_029,A_NEG,1,0,0,1,Monday,1,Winter,1,0
2024-01-01,HOSP_029,B_POS,7,0,3,4,Monday,1,Winter,1,0
2024-01-01,HOSP_029,B_NEG,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_029,AB_POS,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_029,AB_NEG,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_029,O_POS,10,2,3,5,Monday,1,Winter,1,0
2024-01-01,HOSP_029,O_NEG,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_030,A_POS,31,4,11,16,Monday,1,Winter,1,0
2024-01-01,HOSP_030,A_NEG,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_030,B_POS,30,3,11,16,Monday,1,Winter,1,0
2024-01-01,HOSP_030,B_NEG,5,0,3,2,Monday,1,Winter,1,0
2024-01-01,HOSP_030,AB_POS,5,0,2,3,Monday,1,Winter,1,0
2024-01-01,HOSP_030,AB_NEG,0,0,0,0,Monday,1,Winter,1,0
2024-01-01,HOSP_030,O_POS,28,6,9,13,Monday,1,Winter,1,0
2024-01-01,HOSP_030,O_NEG,7,1,2,4,Monday,1,Winter,1,0
2024-01-02,HOSP_001,A_POS,5,2,2,1,Tuesday,1,Winter,0,0
2024-01-02,HOSP_001,A_NEG,1,0,1,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_001,B_POS,4,1,3,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_001,B_NEG,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_001,AB_POS,1,0,1,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_001,AB_NEG,1,1,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_001,O_POS,7,2,5,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_001,O_NEG,1,1,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_002,A_POS,1,0,0,1,Tuesday,1,Winter,0,0
2024-01-02,HOSP_002,A_NEG,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_002,B_POS,3,0,3,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_002,B_NEG,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_002,AB_POS,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_002,AB_NEG,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_002,O_POS,2,1,1,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_002,O_NEG,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_003,A_POS,12,5,2,5,Tuesday,1,Winter,0,0
2024-01-02,HOSP_003,A_NEG,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_003,B_POS,14,4,8,2,Tuesday,1,Winter,0,0
2024-01-02,HOSP_003,B_NEG,1,0,1,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_003,AB_POS,1,0,1,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_003,AB_NEG,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_003,O_POS,11,3,4,4,Tuesday,1,Winter,0,0
2024-01-02,HOSP_003,O_NEG,2,2,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_004,A_POS,1,0,1,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_004,A_NEG,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_004,B_POS,2,1,1,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_004,B_NEG,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_004,AB_POS,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_004,AB_NEG,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_004,O_POS,5,0,4,1,Tuesday,1,Winter,0,0
2024-01-02,HOSP_004,O_NEG,1,0,1,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_005,A_POS,13,2,3,8,Tuesday,1,Winter,0,0
2024-01-02,HOSP_005,A_NEG,1,0,0,1,Tuesday,1,Winter,0,0
2024-01-02,HOSP_005,B_POS,12,1,7,4,Tuesday,1,Winter,0,0
2024-01-02,HOSP_005,B_NEG,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_005,AB_POS,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_005,AB_NEG,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_005,O_POS,14,2,9,3,Tuesday,1,Winter,0,0
2024-01-02,HOSP_005,O_NEG,1,0,1,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_006,A_POS,21,3,15,3,Tuesday,1,Winter,0,0
2024-01-02,HOSP_006,A_NEG,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_006,B_POS,7,1,3,3,Tuesday,1,Winter,0,0
2024-01-02,HOSP_006,B_NEG,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_006,AB_POS,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_006,AB_NEG,1,0,1,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_006,O_POS,24,3,17,4,Tuesday,1,Winter,0,0
2024-01-02,HOSP_006,O_NEG,3,0,3,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_007,A_POS,6,2,1,3,Tuesday,1,Winter,0,0
2024-01-02,HOSP_007,A_NEG,2,0,1,1,Tuesday,1,Winter,0,0
2024-01-02,HOSP_007,B_POS,9,1,4,4,Tuesday,1,Winter,0,0
2024-01-02,HOSP_007,B_NEG,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_007,AB_POS,3,0,1,2,Tuesday,1,Winter,0,0
2024-01-02,HOSP_007,AB_NEG,1,0,0,1,Tuesday,1,Winter,0,0
2024-01-02,HOSP_007,O_POS,11,4,2,5,Tuesday,1,Winter,0,0
2024-01-02,HOSP_007,O_NEG,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_008,A_POS,11,4,6,1,Tuesday,1,Winter,0,0
2024-01-02,HOSP_008,A_NEG,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_008,B_POS,9,1,4,4,Tuesday,1,Winter,0,0
2024-01-02,HOSP_008,B_NEG,1,0,1,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_008,AB_POS,2,1,0,1,Tuesday,1,Winter,0,0
2024-01-02,HOSP_008,AB_NEG,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_008,O_POS,15,5,7,3,Tuesday,1,Winter,0,0
2024-01-02,HOSP_008,O_NEG,1,0,0,1,Tuesday,1,Winter,0,0
2024-01-02,HOSP_009,A_POS,12,1,8,3,Tuesday,1,Winter,0,0
2024-01-02,HOSP_009,A_NEG,1,0,0,1,Tuesday,1,Winter,0,0
2024-01-02,HOSP_009,B_POS,6,0,5,1,Tuesday,1,Winter,0,0
2024-01-02,HOSP_009,B_NEG,1,1,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_009,AB_POS,4,1,2,1,Tuesday,1,Winter,0,0
2024-01-02,HOSP_009,AB_NEG,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_009,O_POS,17,4,8,5,Tuesday,1,Winter,0,0
2024-01-02,HOSP_009,O_NEG,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_010,A_POS,4,0,2,2,Tuesday,1,Winter,0,0
2024-01-02,HOSP_010,A_NEG,1,0,1,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_010,B_POS,13,3,5,5,Tuesday,1,Winter,0,0
2024-01-02,HOSP_010,B_NEG,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_010,AB_POS,1,0,0,1,Tuesday,1,Winter,0,0
2024-01-02,HOSP_010,AB_NEG,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_010,O_POS,17,5,10,2,Tuesday,1,Winter,0,0
2024-01-02,HOSP_010,O_NEG,2,0,2,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_011,A_POS,11,3,4,4,Tuesday,1,Winter,0,0
2024-01-02,HOSP_011,A_NEG,2,0,0,2,Tuesday,1,Winter,0,0
2024-01-02,HOSP_011,B_POS,9,0,2,7,Tuesday,1,Winter,0,0
2024-01-02,HOSP_011,B_NEG,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_011,AB_POS,3,0,0,3,Tuesday,1,Winter,0,0
2024-01-02,HOSP_011,AB_NEG,0,0,0,0,Tuesday,1,Winter,0,0
2024-01-02,HOSP_011,O_POS,20,6,6,8,Tuesday,1,Winter,0,0
